line,text
4673,"President to provide answers, whether tapes and documents relevant "
4674,"to the answers would be provided, and who, in addition to the Special "
4675,"Prosecutor, would be permitted to interview the President after the "
4676,"interrogatories were answered. On January 25, St. Clair responded that "
4677,he was prepared to recommend to the President that the answers to 
4678,"the interrogatories be given under oath, but that in light of the ma- "
4679,"terials already provided to the Special Prosecutor, it would not be "
4680,suitable to provide further tapes and documents. He also indicated 
4681,that only Jaworski should conduct the interview. 
4682,"As to the January 9 request for Watergate-related tapes, St. Clair "
4683,"claimed that under the Court of Appeals decision of October 12, 1973, "
4684,"in Nixon v. Sirica , WSPF had to show a “uniquely powerful'' need for "
4685,the tapes and that they constituted “evidence for which no effective 
4686,"substitute is available.” The tapes requested, he contended, were "
4687,merely cumulative of the testimony of witnesses before the Senate 
4688,Select Committee and thus could serve only as corroboration for the 
4689,grand jury. Although he concluded that the January 22 justifications 
4690,"for Watergate tapes did not meet these requirements, he stated that "
4691,no final decision had been made as to whether the material called 
4692,for would be produced voluntarily and promised a definitive response 
4693,early the next week. 
4694,"During the first month after St. Clair arrived, the only items pro- "
4695,duced were those that had been promised during 1973. Each time 
4696,items were delivered to the Special Prosecutor they were accompanied 
4697,by a letter stating that the materials were being furnished “solely 
4698,for your use in presenting evidence to the grand jury.” It became clear 
4699,over the next weeks that St. Clair was primarily concerned that evid- 
4700,ence produced for the grand jury not subsequently be provided by 
4701,WSPF to the House Judiciary Committee for use in its impeachment 
4702,104
4703,inquiry. Believing it necessary to clarify the status of the materials 
4704,"received, Jaworski wrote to St. Clair on January 25, stating that the "
4705,office would lay before the grand jury any relevant evidence bearing 
4706,"on matters within the Special Prosecutor’s jurisdiction, but that it "
4707,"was necessarily implicit that, if the grand jury were to return in- "
4708,"dictments, any evidence provided to the office, whether under subpoena "
4709,"or voluntarily, could be used at any trials resulting from grand jury "
4710,investigations. 
4711,On January 30 Jaworski again asked St. Clair by letter for a re- 
4712,"sponse to WSPF’s numerous outstanding requests. 8 That night, in "
4713,"his State of the Union Address, the President said that he had turned "
4714,over all the evidence that the Special Prosecutor needed to complete 
4715,his Watergate investigation. In a similar statement to the press 
4716,"outside the courthouse the next day, St. Clair hinted that no more "
4717,"evidence would be forthcoming. Hoping to clarify the situation, "
4718,Jaworski wrote to St. Clair on February 1 asking whether it was then 
4719,clear that the White House would not voluntarily produce any addi- 
4720,"tional evidence. Three days later, St. Clair responded: it was the "
4721,President’s view that he had furnished sufficient evidence to determine 
4722,whether there was probable cause for returning indictments and that 
4723,further production would only delay the investigations. He voiced the 
4724,hope that some alternative means of furnishing needed information 
4725,could be agreed upon to avoid “prolonged litigation.” At the same 
4726,"time, St. Clair indicated that he would have to review the requests "
4727,for documents and that he would respond as soon as possible. 
4728,White House attention was then focused solefy on the impeach- 
4729,ment inquiry. Perhaps one of the most troubling points for the Special 
4730,"Prosecutor was the Administration’s concerted attack on John Dean, "
4731,an important witness in the Watergate investigation. In response to 
4732,"this attack, wherein Senate Minority Leader Hugh Scott and others "
4733,"had issued statements demeaning Dean’s credibility, on February 3 "
4734,Jaworski publicly stated his belief in Dean’s veracity. Three days 
4735,earlier WSPF had found it necessary to vouch for Dean’s credibility 
4736,"in a court proceeding. On February 4, the day that St. Clair indicated "
4737,that no more tapes would be made available to the Special Prosecutor 
4738,(tapes obviously critical to determining whether or not John Dean 
4739,"8 These included: the January 9 request for tapes related to Watergate, the "
4740,November 2 and December 3 requests for documents relating to the ** Townhouse ’ f 
4741,"operation, the December 3 request for records relating to the appointments of "
4742,"ambassadors, the August 27 request for records relating to the wiretap of Joseph "
4743,"Kraft, the December 18 request for Fred Fielding’s records relating to IRS, the "
4744,"December 4 request for documents relating to ITT, the January 8 request for "
4745,"documents relating to the dairy industry, and the October 10 request for docu- "
4746,"ments relating to the May 3, 1972 assault on demonstrators. "
4747,105
4748,"was telling the full truth), the White House press office released the "
4749,following statement in St. Clair's name: 
4750,I have noted that the Special Prosecutor and members of his 
4751,staff have seen fit to discuss in public their views regarding John 
4752,"Dean's veracity. I can say categorically, however, that the tapes "
4753,and other evidence furnished to the Special Prosecutor — at least 
4754,as far as the President is concerned— do not support sworn state- 
4755,ments before the Senate Select Committee made by Mr. Dean 
4756,"as to what the President knew about Watergate, and especially "
4757,when he knew it. The evidence does support what the President 
4758,has said on this matter. 
4759,"I do not intend, nor would it be appropriate for me, to discuss "
4760,"the technical, legal issues of perjury. I suggest the time and place "
4761,"for discussing such matters is in court, or perhaps before the House "
4762,"Judiciary Committee, not in the public media. For this reason, T "
4763,do not believe it would be appropriate to further discuss this 
4764,matter at this time. 
4765,"On February 8, Jaworski met with St. Clair to discuss the Presi- "
4766,dent's refusal to provide additional tapes. If the President supplied 
4767,"the tapes alread}^ requested for the Watergate grand jury investigation, "
4768,"St. Clair asked, would the Special Prosecutor agree not to request any "
4769,further tapes in connection with that investigation? Jaworski 
4770,responded in writing that he would be willing to forego future requests 
4771,"for the grand jury investigation, if it was understood that “this agree- "
4772,ment would not foreclose further requests that may be occasioned 
4773,by legitimate defense demands or our trial preparation needs after 
4774,"indictment."" "
4775,"On February 13, St. Clair responded that the President had "
4776,"refused to reconsider his earlier decision to end his cooperation, at "
4777,least with regard to producing any tape recordings of Presidential 
4778,conversations. It was clear to Jaworski that any voluntary coopera- 
4779,"tion was at an end, and, in accordance with his obligation to report "
4780,to the Senate Judiciary Committee on the status of requests to the 
4781,"White House for evidence, he wrote to Senator Eastland to outline "
4782,the correspondence of the first week of February and summarize the 
4783,materials provided and refused by the White House from the beginning 
4784,of the Special Prosecutor's office to date. Jaworski added: 
4785,Although it is true that the grand jury will be able to return 
4786,"indictments without the benefit of this material, the material is "
4787,important to a complete and thorough investigation and may 
4788,contain evidence necessary for any future trials. 
4789,"At the same time, the Special Prosecutor decided that prolonged "
4790,litigation to obtain more tapes for the grand jury would unduly 
4791,"delay the Watergate indictment. Accordingly, at his recommendation, "
4792,106
4793,the grand jury returned an indictment on March 1 in United States v. 
4794,"Mitchell , the Watergate cover-up case. 9 "
4795,"Other grand jury investigations were also pending, and President "
4796,Nixon also refused to turn over any documents or tapes for them. 
4797,"On February 27, St. Clair wrote that because the President believed "
4798,"that the grand juries had sufficient evidence, he would not consent "
4799,"to provide any materials relating to “Townhouse,” appointment of "
4800,"ambassadors, White House contacts with IRS, ITT, or the May 3 "
4801,"incident. As to “Townhouse,” St. Clair also challenged the Special "
4802,Prosecutor’s jurisdiction because the investigations involved the 
4803,1970 congressional elections. Jaworski responded immediately that 
4804,he could not “imagine” how the White House knows whether the 
4805,grand jury had been “furnished ‘sufficient evidence’ to render fair 
4806,and thorough consideration to the question of returning indictments.” 
4807,He also challenged the assertion that he had no jurisdiction over the 
4808,"“Townhouse” matter. On March 2, St. Clair “withdrew” his letter. "
4809,"Although “Townhouse” documents were produced on March 14, "
4810,it appeared that there would not be any significant voluntary co- 
4811,"operation in other areas. Accordingly, on that day Jaworski issued a "
4812,subpoena on behalf of the grand juiy for documents relating to the 
4813,appointments and campaign contributions of four ambassadors. 
4814,"Shortly after the subpoena was served, St. Clair requested an ad- "
4815,"journment of the return date, and on March 29 the President began "
4816,voluntary compliance. 
4817,"At about the same time, the President produced a short portion "
4818,of the recording of a meeting for use in former White House aide 
4819,"Dwight Chapin’s perjury trial, but significant voluntary cooperation "
4820,with WSPF then ceased. The President refused to permit the office 
4821,to review the files of his former assistants Ehrlichman and Colson in 
4822,"connection with the upcoming Fielding break-in trial. 10 Furthermore, "
4823,despite an assurance on April 4 that the office would receive a prompt 
4824,response to a modified and narrower request for tapes and documents 
4825,"relating to the dairy industry investigation, no response was forth- "
4826,"coming. Indeed, it was not until late June that St. Clair informed "
4827,WSPF that no tapes would be provided. 
4828,"9 Prior to ending its investigation, the grand jury invited President Nixon to "
4829,"testify. The President refused, on the grounds that it would be inappropriate for "
4830,a President in light of the constitutional separation of powers to subject himself 
4831,to questioning before the grand jury. 
4832,"10 Later, when the White House refused to permit Ehrlichman access to the "
4833,"materials and a dismissal of the indictment was threatened, the White House "
4834,modified its position to accommodate the minimum requirements set by the 
4835,trial judge. 
4836,107
4837,The Watergate Trial Subpoena Duces Tecum 
4838,"On March 12, Jaworski wrote to St. Clair requesting access to "
4839,recordings believed important to preparation for the Watergate cover- 
4840,up trial. Jaworski requested a response no later than March 19 so that 
4841,any litigation necessary could be initiated promptly in order to avoid 
4842,"any delay in the scheduled trial date of September 9. On March 22, "
4843,St. Clair responded that the request was under “active consideration.” 
4844,He added that the White House had received a similar request from 
4845,"the House Committee on the Judicial, “the resolution of which will "
4846,obviously bear on your request.” During several meetings and tele- 
4847,"phone conversations with St. Clair over the following days, it became "
4848,clear that WSPF would receive only those materials that were to be 
4849,"made available to the House Committee. 11 According to St. Clair, "
4850,the President would not consider other requests until he had decided 
4851,"what to provide to the Committee. Moreover, St. Clair would not "
4852,specify what criteria would govern the President’s response. 
4853,"Thereafter, on April 11, Jaworski wrote to St. Clair to inform him "
4854,"that he would seek a trial subpoena on April 16. In response, St. "
4855,Clair withdrew from earlier oral statements to Jaworski and wrote 
4856,that the Office’s requests were not tied in the White House’s view to 
4857,those of the House Committee “other than in the practical sense that 
4858,it is more expeditious to furnish the same material to you and to the 
4859,House Committee at the same time.” As to the criteria that would 
4860,"govern the President’s response, he stated that the response would "
4861,depend upon the evidence necessary to a successful prosecution. The 
4862,"President, he said, would have to balance this need against the public "
4863,"interest, having in mind the Court of Appeals’ statement in Nixon v. "
4864,Sirica that wholesale public access to executive deliberations would 
4865,cripple the executive branch. St. Clair also noted that because the 
4866,"grand jury had returned an indictment, he presumed there already "
4867,"was sufficient evidence to convict each of the defendants. Finally, "
4868,he added that he was “somewhat at a loss to understand how you are 
4869,in a position to assert that you need the materials requested since 
4870,you do not know what is contained in the recordings in question.” 
4871,"On April 16, the Special Prosecutor filed a motion before Judge "
4872,Sirica requesting that he issue a trial subpoena to the President for 
4873,"recordings of 64 specified conversations, stating that production was "
4874,sought before trial in order to permit review and transcription of the 
4875,recordings without necessitating a delay in the trial. The 64 recordings 
4876,had been chosen by reviewing all the evidence then available to the 
4877,Special Prosecutor including those conversations which could be 
4878,11 At the hearing before Judge Sirica on whether the Watergate grand jury- 
4879,report on President Nixon would be transmitted to the House Judiciary Com- 
4880,"mittee, St. Clair had informed the Court that the President would make available "
4881,to the House all materials that had been provided to the Special Prosecutor. 
4882,108
4883,"specifically identified and which, because of either circumstantial "
4884,"evidence or available testimony, 12 the office had reason to believe "
4885,"would be relevant to proving the cover-up conspiracy. In addition, "
4886,because the prosecutors knew they must counter the argument 
4887,that the need for the recordings did not outweigh the interest in 
4888,"confidentiality of executive deliberations, they chose only those "
4889,conversations that were “demonstrably important” to defining the 
4890,"extent of the conspiracy in terms of time, membership and objectives. "
4891,"Judge Sirica issued the subpoena on April 18. On May 2, the return "
4892,"date, the President filed a special appearance and a motion to quash "
4893,the subpoena. Although the President claimed no privilege with 
4894,respect to the Watergate-related portions of the conversations for 
4895,which he had provided transcripts to the House Judiciary Committee 
4896,"on April 30, he claimed executive privilege with respect to the remain- "
4897,"ing materials. 13 In his supporting memorandum, the President argued "
4898,first that the Special Prosecutor had not made a sufficient showing 
4899,"that the items were relevant. Indeed, he argued that because the "
4900,"Special Prosecutor could not show exactly what was in the recordings, "
4901,"he could not establish their relevance to the trial. Next, the President "
4902,contended that the Special Prosecutor's showing of need was insuffi- 
4903,cient. The President claimed that the need for evidence by a grand 
4904,jury is much greater than that of a prosecutor in a post-indictment 
4905,setting. Because the Special Prosecutor had sufficient evidence to 
4906,"make a prima facie showing of guilt against the persons indicted, "
4907,"the President argued, the items sought by the subpoena at best could "
4908,be classified as “merely cumulative or corroborative — certainly not 
4909,"vital or particularly necessary.” The President did indicate, however, "
4910,that if any defendant could show that particular items were excul- 
4911,"patory as to him, the President would consider producing them. "
4912,WSPF knew that its legal position would be strongest if the Special 
4913,Prosecutor disclosed to the Court that the grand jury had voted to 
4914,authorize the Special Prosecutor to name President Nixon as an 
4915,unindicted co-conspirator in the Watergate trial. The grand jury's 
4916,finding was important because it formed a factual predicate for the 
4917,legal argument that executive privilege did not apply to any conversa- 
4918,tions that occurred in the course of and in furtherance of a criminal 
4919,conspiracy. The office believed that the public purpose underlying ex- 
4920,ecutive privilege — to promote bona fide governmental deliberations — 
4921,could not support the shielding of alleged criminality. Disclosure of 
4922,"12 In some cases, there was testimony either before the grand jury or in other "
4923,forums indicating that the conversation in question related to Watergate. In 
4924,"other cases, the Special Prosecutor judged from events either before or after the "
4925,conversation in question that the conversation probabty concerned Watergate. 
4926,"13 On April 30, the President submitted to the House Judiciary Committee "
4927,transcripts of 43 Watergate-related conversations. 
4928,109
4929,591-439 0 - 75 -8 
4930,"the grand jury’s finding was obviously a sensitive and grave matter, "
4931,and Jaworski believed that he should advise St. Clair and Haig that 
4932,such a disclosure would be made in the event of further proceedings 
4933,"to enforce the subpoena. On Sunday, May 5, Jaworski informed "
4934,them of the grand jury’s finding and stated that unless there were 
4935,"voluntary compliance with the subpoena, at least with respect to 16 "
4936,"conversations regarded as essential to the prosecution, he would make "
4937,the necessary use of the grand jury’s finding to present the best legal 
4938,arguments against the President’s motion to quash. Haig and St. 
4939,Clair asked for additional time to consider the matter before the 
4940,Special Prosecutor filed his response to the motion. 
4941,After listening to the conversations that Jaworski had identified 
4942,"as crucial, including meetings with Haldeman on June 23, 1972, the "
4943,President decided not to comply in any respect with the subpoena. 
4944,"Accordingly, on May 6, the Special Prosecutor filed his response with "
4945,"the District Court. At the suggestion of the Special Prosecutor, the "
4946,"response, which included a statement of the grand jury’s finding, "
4947,"was filed under seal, since Jaworski believed that in light of the pending "
4948,"impeachment inquiry, it would be extremely unfair to have the grand "
4949,"jury’s finding made public at that time, unless that was necessary to "
4950,"the litigation. In addition to his legal memorandum, the Special "
4951,Prosecutor filed a 49-page appendix detailing the relevance of each 
4952,subpoenaed conversation. He argued that the available testimony 
4953,"about the conversations, as well as the circumstances surrounding "
4954,"each conversation, clearly supported a finding that each would be "
4955,relevant to the trial and that the Court should not require a greater 
4956,showing of relevance where the prosecutor in fact did not have access 
4957,to the actual evidence. He then argued that no executive privilege was 
4958,available because each of the participants in the conversation was a 
4959,co-conspirator and each conversation occurred in the course of the 
4960,"conspiracy. Alternatively, he claimed that the need for the evidence, "
4961,which related to aspects of the conspiracy for which no other reliable 
4962,"evidence was available, outweighed any interest in secrecy. The "
4963,Special Prosecutor urged that the need for the evidence was even 
4964,greater now than in the grand jury because the Government has at 
4965,trial the burden of showing guilt beyond a reasonable doubt. 
4966,"Finally, in addition to arguing that the numerous disclosures by "
4967,"the President about Watergate, including the transcripts provided "
4968,"to the House Judiciary Committee on April 30, waived any claim of "
4969,"executive privilege, the Special Prosecutor argued that it was essential "
4970,to obtain the actual tapes of the conversations. Transcripts of the 
4971,conversations would not suffice. To support this point he compared 
4972,some of the transcripts submitted by the White House with those 
4973,prepared by the WSPF for the grand jury. That comparison indicated 
4974,material differences between the two sets of transcripts. Important 
4975,no 
4976,portions had been deleted or marked as unintelligible in the White 
4977,House transcripts. 
4978,"In reply, the President filed a motion to expunge the grand jury’s "
4979,finding. He argued that the grand jury had no jurisdiction over the 
4980,President — that the President could be subject only to impeachment 
4981,for alleged wrongdoing and not to the criminal jurisdiction of the 
4982,courts. The President for the first time also raised the argument 
4983,that the court did not have jurisdiction over the dispute because it 
4984,was “entirely intra-executive in nature.” 
4985,The Special Prosecutor in turn filed a memorandum urging that 
4986,while it was not necessary for the court to decide the difficult issue 
4987,"whether the grand jury could have indicted President Nixon, there Avas "
4988,no question that the grand jury could find that the President was an 
4989,unindicted co-conspirator. Noting that the Constitution did not confer 
4990,"any immunity on the President, the Special Prosecutor argued that, "
4991,because the mere naming of the President as a co-conspirator does not 
4992,have any practical consequences on the President’s ability to perform 
4993,"his constitutional duties, the grand jury’s finding did not violate the "
4994,"separation of powers doctrine. As to the issue of' jurisdiction, he "
4995,"argued that there was in fact a case or controversy because, under "
4996,the WSPF regulations that were binding upon the Department of 
4997,"Justice and the President, the Special Prosecutor had exclusive juris- "
4998,diction for conducting the prosecution of the Watergate case and 
4999,was not subject to the direction of the President or Attorney General. 
5000,"Thus, the Special Prosecutor was not for these purposes a “subordi- "
5001,nate” of the President. Jaworski emphasized that when he had been 
5002,"selected as Special Prosecutor, he had received repeated assurances "
5003,"from Bork, Saxbe, and Haig that his independence would not be inter- "
5004,"fered with. Finally, the Special Prosecutor urged the court to make "
5005,all the proceedings public in view~ of the attack on his authority to seek 
5006,and enforce the subpoena for Presidential conversations. 
5007,Judge Sirica issued his opinion and order enforcing the subpoena 
5008,"on May 20. At the outset, he held that as long as the regulations "
5009,"establishing the independence of the Special Prosecutor were in effect, "
5010,the President’s “attempt to abridge the Special Prosecutor’s independ- 
5011,ence with the argument that he cannot seek evidence from the Presi- 
5012,dent by court process is a nullity and does not defeat the court’s 
5013,jurisdiction.” Accepting WSPF’s showing of relevance and admissi- 
5014,"bility, the court held that the demonstration of need was ( Sufficiently "
5015,compelling to warrant judicial examination in chambers incident to 
5016,weighing claims of privilege where the privilege has not been relin- 
5017,"quished.” Finally, as to the President’s motion to expunge the grand "
5018,"jury’s finding, Judge Sirica stated that he saw no need “to grant more "
5019,extensive protective orders at this time or to expunge portions of the 
5020,"record. Matters sought to be expunged are relevant, for example, "
5021,to a determination that the presumption of privilege is overcome.” 
5022,Ill 
5023,Judge Sirica ordered the President to submit the recordings to the 
5024,court on or before May 31 but stayed his order until May 24 to permit 
5025,the President to seek appellate review. 
5026,"On May 24, the President sought review in the Court of Appeals. "
5027,"That same day, however, the Special Prosecutor fTed a petition in "
5028,the Supreme Court for direct review of Judge Sirica’s order. Under 
5029,"Supreme Court rules, this procedure, which allows the Supreme "
5030,"Court to review a case before it is decided by the Court of Appeals, "
5031,is reserved for cases of imperative public importance. As the Special 
5032,"Prosecutor represented in the petition, expedited consideration by "
5033,the Supreme Court was important to permit the Watergate trial to 
5034,proceed as quickly as poss ble. He estimated that if the Supreme 
5035,"Court were to wait until its October 1974 Term, there would be a "
5036,"delay of at least six months in the start of the trial. Moreover, he "
5037,"submitted that there was little need for a Court of Appeals decision, "
5038,since that Court had considered the same constitutional issues in 
5039,deciding the validity of the grand jury subpoena in Nixon v. Sirica 
5040,the preceding October. The Special Prosecutor’s petition presented 
5041,five issues for review by the Court: 
5042,1. Whether the President is subject to a judicial order directing 
5043,compliance with the subpoena duces tecum issued on the application 
5044,of the Special Prosecutor in the name of the United States. 
5045,2. Whether a federal court is bound by the assertion by the 
5046,President of an absolute “executive privilege” to withhold demon- 
5047,strably material evidence from the trial of charges of obstruction 
5048,of justice by his own White House aides and party leaders upon 
5049,the grounds that he deems production to be against the public 
5050,interest. 
5051,3. Whether a claim of executive privilege based on the gen- 
5052,eralized interest in the confidentiality of government deliberations 
5053,can block the prosecution’s access to evidence material to the trial 
5054,of charges of criminal misconduct by high government officials 
5055,"who participated in those deliberations, particularly where there "
5056,is a prima jfacie showing that the deliberations occurred in the 
5057,course of the criminal conspiracy charged in the indictment. 
5058,4. Whether any executive privilege that otherwise might have 
5059,been applicable to discussions in the offices of the President con- 
5060,cerning Watergate had been waived. 
5061,5. Whether the Special Prosecutor had made an adequate 
5062,showing as to the relevance and admissibility of the subpoenaed 
5063,items. 
5064,The President opposed the petition of the Special Prosecutor solely 
5065,on the ground that it was important for the Supreme Court to consider 
5066,the case only after careful reflection and deliberation and with the 
5067,aid of decisions by the lower courts. The President also stated that 
5068,“it is at least questionable whether it is in the best interests of all 
5069,parties involved to rush to judgment in this case in the midst of an 
5070,impeachment inquiry involving intrinsically related matters.” 
5071,112
5072,On May 31 the Supreme Court granted the Special Prosecutor’s 
5073,petition and directed the parties to file their briefs simultaneously on 
5074,"June 21. Reply briefs would be filed on July 1, and oral argument was "
5075,set for July 8. 
5076,"After the Supreme Court granted the Special Prosecutor’s petition, "
5077,the President filed a cross-petition raising the sole question whether 
5078,the grand jury has the authority to charge an incumbent President 
5079,as an unindicted co-conspirator in a criminal proceeding. 14 The 
5080,"Supreme Court granted the cross-petition on June 15, setting the "
5081,same briefing and argument schedule as for the petition of the Special 
5082,Prosecutor. 
5083,The brief for the Special Prosecutor basically presented the same 
5084,arguments previously outlined in the District Court and in the previous 
5085,October’s Court of Appeals case. The only new areas involved the 
5086,questions whether the Court had jurisdiction over the dispute between 
5087,the President and the Special Prosecutor and whether the grand jury 
5088,had the power to name the President as an unindicted co-conspirator. 
5089,The Special Prosecutor initially was undecided about addressing the 
5090,question of jurisdiction in his brief because it had not been presented 
5091,by the petition of either party. Since the issue of the Court’s jurisdic- 
5092,"tion, however, can be raised at any time in any judicial proceeding, "
5093,"he determined to brief the issue fully at the outset, instead of waiting "
5094,to reply to any argument by the President that the Court lacked 
5095,jurisdiction. 15 As for the second issue — whether the President was 
5096,subject to being named an unindicted co-conspirator — it was decided 
5097,as a matter of strategy to treat the question only briefly in a long 
5098,footnote to the argument that there can be no privilege when there is 
5099,a showing that the subpoenaed conversations occurred in the course 
5100,of a criminal conspiracy. The full development of the argument that 
5101,the President is subject to being named a co-conspirator was left to 
5102,the reply brief. 
5103,"The President’s brief, in addition to presenting the arguments "
5104,"made in the District Court, claimed that the President’s absolute "
5105,prerogative to withhold the tapes from the courts rested in the con- 
5106,"stitutional right of privacy and freedom of expression, as well as the "
5107,separation of powers. The President also argued that the Court could 
5108,not ignore the pending impeachment inquiry and that enforcement of 
5109,the subpoena would thrust the courts — unconstitutionally — into that 
5110,controversy. 
5111,"14 On June 15 the Court, on the joint motion of the Special Prosecutor and "
5112,"counsel for the President, unsealed the grand jurjr’s finding. "
5113,15 This decision was influenced by the exchange of correspondence among 
5114,"Jaworski, St. Clair and Saxbe in which Jaworski charged that the President’s "
5115,challenge to Jaworski’s jurisdiction violated the assurances of independence 
5116,that he had received when he was appointed. 
5117,113
5118,"Following oral argument, the Supreme Court on July 24 affirmed "
5119,"Judge Sirica's order enforcing the trial subpoena. 16 First, the Court "
5120,held that it had jurisdiction in the dispute between the President and 
5121,the Special Prosecutor because the regulations establishing WSPF 
5122,were binding on the executive branch and guaranteed the Special 
5123,Prosecutor's independence from control by the Attorney General and 
5124,"the President. According to the Court, the dispute, stemming from "
5125,the claim of privilege in the face of a judicial demand for evidence 
5126,"relevant and admissible in a criminal case, was the type of dispute "
5127,traditionally adjudicated by the courts. The Court then held that 
5128,under the Constitution the courts ultimately must determine what the 
5129,constitutional powers of each branch are and the courts have the 
5130,ultimate power to decide whether a claim of privilege is well taken in 
5131,a judicial proceeding. The Court then rejected the claim of an absolute 
5132,"executive privilege, holding that although the privilege is constitu- "
5133,tionally based (the first time this had been decided firmly by the 
5134,"Supreme Court), it is subject to a balance. "
5135,We conclude that when the ground for asserting privilege as 
5136,to subpoenaed material sought for use in a criminal trial is based 
5137,"only on the generalized interest in confidentiality, it cannot pre- "
5138,vail over the fundamental demands of due process of law in the 
5139,fair administration of criminal justice. The generalized assertion 
5140,"of privilege must yield to the demonstrated, specific need for "
5141,evidence in a pending criminal trial. 
5142,"Finally, the Court held that Judge Sirica had acted within his dis- "
5143,cretion in finding that the Special Prosecutor's showing had satisfied 
5144,the burden required for the issuance of a trial subpoena. 
5145,The Court did not reach the issue raised by the President in his 
5146,cross-petition — whether a President is subject to being named as 
5147,an unindicted co-conspirator by the grand jury. Because the Court 
5148,found that the interest in confidential^ did not prevail over the 
5149,"need for evidence in a criminal prosecution, it was unnecessary for "
5150,the Court to decide whether the privilege also was vitiated because 
5151,the conversations occurred in the course of a criminal conspiracy. 
5152,"Accordingly, the Court dismissed the cross-petition as “improvidently "
5153,"granted."" "
5154,"The day the Supreme Court's opinion was filed, the President "
5155,announced that he would comply. The next day the Special Prosecutor 
5156,filed a motion before Judge Sirica for an order implementing com- 
5157,"pliance with the judge's earlier order of May 20, enforcing the sub- "
5158,"poena. Less than a week later, St. Clair produced the first set of "
5159,16 The decision was unanimous with one Justice having disqualified himself. 
5160,114
5161,"subpoenaed recordings for court review. 17 Then, on August 5, before "
5162,"he was required to produce them in court, the President publicly "
5163,"disclosed the transcripts of his conversations of June 23, 1972. These "
5164,"transcripts showed his early involvement in the cover-up, and belied "
5165,contrary claims he had repeatedly made to the public and to the 
5166,Congress. His remaining support against impeachment in the House 
5167,and conviction in the Senate quickly eroded. Four days later he 
5168,resigned. 
5169,Po st-Resignation Access to the Nixon Administration Materials 
5170,"A few hours before the President announced his resignation, Haig "
5171,conferred briefly with Jaworski to tell him of the imminent announce- 
5172,ment and of plans to move the Nixon Administration materials to San 
5173,"Clemente. He assured Jaworski, however, that the materials would be "
5174,kept intact and that there would be a lawyer to respond to any re- 
5175,quests that WSPF might have. WSPF had numerous requests out- 
5176,standing and there had not been full compliance with the trial 
5177,subpoena. 18 
5178,"On August 13, representatives of the Special Prosecutor met with "
5179,Buzhardt and St. Clair about the status of the Nixon materials. 
5180,Buzhardt said that the Special Prosecutor would be notified before 
5181,"any steps were taken to move the materials to San Clemente, but "
5182,later that day the office learned through the wire services that there 
5183,were immediate plans to move the materials to San Clemente. The 
5184,reports indicated that a van was being loaded with the former Presi- 
5185,dent’s personal files. White House press statements also claimed that 
5186,the Special Prosecutor had approved the transfer. WSPF immediately 
5187,telephoned the White House to object to the removal and the state- 
5188,"ment. The statement was retracted, and Buzhardt gave an assurance "
5189,that there would be no transfer without adequate advance notice to 
5190,enable the Special Prosecutor to take legal action. 
5191,On August 15 four members of the Special Prosecutor’s staff met 
5192,"with Buzhardt and Philip W. Buchen, who that day had been named "
5193,"counsel to President Ford. At the outset, the WSPF representatives "
5194,17 Under procedures first set forth in Nixon v. Sirica and incorporated in 
5195,"Judge Sirica’s order of May 20, all subpoenaed recordings (with the exception "
5196,of those conversations that had not been recorded) were produced for inspection 
5197,"by the judge. After reviewing the recordings, all relevant portions were released "
5198,to WSPF for use in the cover-up trial. Under the Supreme Court’s decision in 
5199,United States v. Nixon } all portions of the subpoenaed recordings not actually 
5200,relevant to the trial remained privileged. 
5201,"18 Although all of the tapes called for by the subpoena had been produced, "
5202,very few of the written notes and other materials pertaining to the subpoenaed 
5203,conversations (materials that the subpoena required to be produced) were pro- 
5204,vided to the court. 
5205,115
5206,"delivered a schedule summarizing all requests then outstanding, as "
5207,well as schedules delineating possible future requests for files that the 
5208,Special Prosecutor believed contained evidence relevant to his con- 
5209,tinuing investigations. The staff members stated their preference not 
5210,"to enter into a detailed discussion of ownership of the materials, but "
5211,observed that there were strong arguments that the working papers of 
5212,"one Administration, as long as they are relevant to pending business "
5213,"of the next Administration, must be made available to the next "
5214,"Administration. At the same time, they emphasized their interest in "
5215,reaching an amicable arrangement with former President Nixon and 
5216,the Ford Administration. Buzhardt expressly assured them that 
5217,nothing would be moved as long as the Special Prosecutor objected. 
5218,Buzhardt further stated that he would visit the former President the 
5219,following week to impress upon him the urgency of securing a repre- 
5220,sentative to enter into discussions with WSPF to explore possible 
5221,means of providing WSPF with access to the materials it needed to 
5222,"complete its investigations. At the conclusion of the meeting, it was "
5223,announced by joint agreement that the status of the materials in 
5224,which the Special Prosecutor had a continuing interest would be 
5225,maintained pending discussions. 
5226,"Following the meeting, Buchen requested the Attorney General "
5227,to prepare an opinion on the question of ownership of the Nixon 
5228,materials. Upon receiving informal advice from the Department of 
5229,"Justice that the former President owned the materials, Buchen, on "
5230,"behalf of President Ford, without any notice to WSPF, entered into "
5231,"discussions with Herbert J. Miller, Jr., counsel to the former President, "
5232,concerning a depository agreement regarding future custody of the 
5233,Nixon tapes and documents. 
5234,"On September 8, President Ford announced that he had granted a "
5235,full and unconditional pardon to his predecessor for any offenses he 
5236,might have committed during his tenure as President. At the same 
5237,"time, President Ford made public a September 7 agreement between "
5238,"Arthur F. Sampson, the Administrator of General Services, and former "
