Page,Text,Definition (Appendix),
233,"Footnote: 54. Ivan Nechepurenko, Russian Officials Were in Contact With Trump Allies, Diplomat Says, New York Times (Nov. 10, 2016)(quoting Russian Deputy Foreign Minister Sergey Ryabkov saying, ""[t] here were contacts"" and ""I cannot say that all, but a number of them maintained contacts with Russian representatives""); Jim Heintz & Matthew Lee, Russia eyes better ties with Trump; says contacts underway, Associated Press (Nov. 11, 2016)(quoting Ryabkov saying, ""I don't say that all of them, but a whole array of them supported contacts with Russian representatives"").",,
233,"Footnote: 55. Ivan Nechepurenko, Russian Officials were in Contact With Trump Allies, Diplomat Says, New York Times (Nov. 11, 2016)(quoting Hicks).",,
233,"Footnote: 56. Jim Heintz & Matthew Lee, Russia eyes better ties with Trump; says contacts underway, Associated Press (Nov. 10, 2016)(quoting Hicks). Hicks recalled that after she made that statement, she spoke with Campaign advisors Kellyanne Conway, Stephen Miller, Jason Miller, and probably Kushner and Bannon to ensure it was accurate, and there was no hesitation or pushback from any of them. Hicks 12/8/17 302, at 4.",,
233,"Footnote: 57. Damien Gayle, CIA concludes Russia interfered to help Trump win election, say reports, Guardian (Dec. 10, 2016).",,
233,"Footnote: 58. Chris Wallace Hosts ""Fox News Sunday,"" Interview with President-Elect Donald Trump, CQ Newsmaker Transcripts (Dec. 11, 2016).",,
233,"Footnote: 59. Chris Wallace Hosts ""Fox News Sunday,"" Interview with President-Elect Donald Trump, CQ Newsmaker Transcripts (Dec. 11, 2016).",,
234,"also said that Democrats were putting [] out"" the story of Russian interference ""because they suffered one of the greatest defeats in the history of politics.960 On December 18, 2016, Podesta told the press that the election was ""distorted by the Russian intervention"" and questioned whether Trump Campaign officials had been in touch with the Russians."":61 The same day, incoming Chief of Staff Reince Priebus appeared on Fox News Sunday and declined to say whether the President-Elect accepted the intelligence community's determination that Russia intervened in the election. When asked about any contact or coordination between the Campaign and Russia, Priebus said, ""Even this question is insane. Of course we didn't interface with the Russians.963 Priebus added that ""this whole thing is a spin job""",,
234,"and said, ""the real question is, why the Democrats... are doing everything they can to delegitimize the outcome of the election?""6 On December 29, 2016, the Obama Administration announced that in response to Russian cyber operations aimed at the U.S. election, it was imposing sanctions and other measures on several Russian individuals and entities. When first asked about the sanctions, President-Elect Trump said, ""I think we ought to get on with our lives. 966 He then put out a statement that said ""It's time for our country to move on to bigger and better things,"" but indicated that he would meet with intelligence community leaders the following week for a briefing on Russian interference.67 The briefing occurred on January 6, 2017.68 Following the briefing, the intelligence community released the public version of its assessment, which concluded with high confidence that Russia had intervened in the election through a variety of means with the goal of harming Clinton's 60 Chris Wallace Hosts ""Fox News Sunday,"" Interview with President-Elect Donald Trump, CQ Newsmaker Transcripts (Dec. 11, 2016).",,
234,"Footnote: 61. David Morgan, Clinton campaign: It's an 'open question' if Trump team colluded with Russia, Reuters Business Insider (Dec. 18, 2016).",,
234,"Footnote: 62. Chris Wallace Hosts ""Fox News Sunday, "" Interview with Incoming White House Chief of Staff Reince Priebus, Fox News (Dec. 18, 2016).",,
234,"Footnote: 63. Chris Wallace Hosts ""Fox News Sunday,"" Interview with Incoming White House Chief of Staff Reince Priebus, Fox News (Dec. 18, 2016).",,
234,"Footnote: 64. Chris Wallace Hosts ""Fox News Sunday,"" Interview with Incoming White House Chief of Staff Reince Priebus, Fox News (Dec. 18, 2016).",,
234,"Footnote: 65. Statement by the President on Actions in Response to Russian Malicious Cyber Activity and Harassment, White House (Dec. 29, 2016); see also Missy Ryan et al., Obama administration announces measures to punish Russia for 2016 election interference, Washington Post (Dec. 29, 2016).",,
234,"Footnote: 66. John Wagner, Trump on alleged election interference by Russia: ""Get on with our lives,' Washington Post (Dec. 29, 2016).",,
234,"Footnote: 67. Missy Ryan et al., Obama administration announces measures to punish Russia for 2016 election interference, Washington Post (Dec. 29, 2016).",,
234,"Footnote: 68. Comey 11/15/17 302, at 3.",,
235,"electability.69 The assessment further concluded with high confidence that Putin and the Russian government had developed a clear preference for Trump.70 Several days later, BuzzFeed published unverified allegations compiled by former British intelligence officer Christopher Steele during the campaign about candidate Trump's Russia connections under the headline ""These Reports Allege Trump Has Deep Ties To Russia.""71 In a press conference the next day, the President-Elect called the release ""an absolute disgrace"" and said, ""I have no dealings with Russia. I have no deals that could happen in Russia, because we've stayed away.... So I have no deals, I have no loans and I have no dealings. We could make deals in Russia very easily if we wanted to, I just don't want to because I think that would be a conflict."":72 Several advisors recalled that the President-Elect viewed stories about his Russian connections, the Russia investigations, and the intelligence community assessment of Russian interference as a threat to the legitimacy of his electoral victory.73 Hicks, for example, said that the President-Elect viewed the intelligence community assessment as his ""Achilles heel"" because, even if Russia had no impact on the election, people would think Russia helped him win, taking away from what he had accomplished. 74 Sean Spicer, the first White House communications director, recalled that the President thought the Russia story was developed to undermine the legitimacy of his election.75 Gates said the President viewed the Russia investigation as an attack on the legitimacy of his win.76 And Priebus recalled that when the intelligence assessment came out, the President-Elect was concerned people would question the legitimacy of his win.""",,
235,"Footnote: 69. Office of the Director of National Intelligence, Russia's Influence Campaign Targeting the 2016 US Presidential Election, at 1 (Jan. 6, 2017).",,
235,"Footnote: 70. Office of the Director of National Intelligence, Russia's Influence Campaign Targeting the 2016 US Presidential Election, at 1 (Jan. 6, 2017).",,
235,"Footnote: 71. Ken Bensinger et al., These Reports Allege Trump Has Deep Ties To Russia, BuzzFeed (Jan. 10, 2017).",,
235,"Footnote: 72. Donald Trump's News Conference: Full Transcript and Video, New York Times (Jan. 11, 2017), available at https://www.nytimes.com/2017/01/11/us/politics/trump-press-conference-transcript.html.",,
235,"Footnote: 73. Priebus 10/13/17 302, at 7; Hicks 3/13/18 302, at 18; Spicer 10/16/17 302, at 6; Bannon 2/14/18 302, at 2; Gates 4/18/18 302, at 3; see Pompeo 6/28/17 302, at 2 (the President believed that the purpose of the Russia investigation was to delegitimize his presidency).",,
235,"Footnote: 74. Hicks 3/13/18 302, at 18.",,
235,"Footnote: 75. Spicer 10/17/17 302, at 6.",,
235,"Footnote: 76. Gates 4/18/18 302, at 3.",,
235,"Footnote: 77. Priebus 10/13/17 302, at 7.",,
236,B.,,
236,"The President's Conduct Concerning the Investigation of Michael Flynn Overview During the presidential transition, incoming National Security Advisor Michael Flynn had two phone calls with the Russian Ambassador to the United States about the Russian response to U.S. sanctions imposed because of Russia's election interference. After the press reported on Flynn's contacts with the Russian Ambassador, Flynn lied to incoming Administration officials by saying he had not discussed sanctions on the calls. The officials publicly repeated those lies in press interviews. The FBI, which previously was investigating Flynn for other matters, interviewed him about the calls in the first week after the inauguration, and Flynn told similar lies to the FBI. On January 26, 2017, Department of Justice (DOJ) officials notified the White House that Flynn and the Russian Ambassador had discussed sanctions and that Flynn had been interviewed by the FBI. The next night, the President had a private dinner with FBI Director James Comey in which he asked for Comey's loyalty. On February 13, 2017, the President asked Flynn to resign. The following day, the President had a one-on-one conversation with Comey in which he said, ""I hope you can see your way clear to letting this go, to letting Flynn go.""",,
236,"Evidence 1. Incoming National Security Advisor Flynn Discusses Sanctions on Russia with Russian Ambassador Sergey Kislyak Shortly after the election, President-Elect Trump announced he would appoint Michael Flynn as his National Security Advisor.78 For the next two months, Flynn played an active role on the Presidential Transition Team (PTT) coordinating policy positions and communicating with foreign government officials, including Russian Ambassador to the United States Sergey Kislyak.79 On December 29, 2016, as noted in Volume II, Section II.A.4, supra, the Obama Administration announced that it was imposing sanctions and other measures on several Russian individuals and entities.80 That day, multiple members of the PTT exchanged emails about the sanctions and the impact they would have on the incoming Administration, and Flynn informed members of the PTT that he would be speaking to the Russian Ambassador later in the day, 81 78 Flynn 11/16/17 302, at 7; President-Elect Donald J. Trump Selects U.S. Senator Jeff Sessions for Attorney General, Lt. Gen. Michael Flynn as Assistant to the President for National Security Affairs and U.S. Rep. Mike Pompeo as Director of the Central Intelligence Agency, President-Elect Donald J. Trump Press Release (Nov. 18, 2016); see also, e.g., Bryan Bender, Trump names Mike Flynn national security adviser, Politico, (Nov. 17, 2016).",,
236,"Footnote: 79. Flynn 11/16/17 302, at 8-14; Priebus 10/13/17 302, at 3-5.",,
236,"Footnote: 80. Statement by the President on Actions in Response to Russian Malicious Cyber Activity and Harassment, The White House, Office of the Press Secretary (Dec. 29, 2016).",,
236,"Footnote: 81. 12/29/16 Email, O'Brien to McFarland et al.; 12/29/16 Email, Bossert to Flynn et al.; 12/29/16 Email, McFarland to Flynn et al.; SF000001 (12/29/16 Text Message, Flynn to Flaherty)(""Tit for tat w Russia not good. Russian AMBO reaching out to me today.""); Flynn 1/19/18 302, at 2.",,
237,"Flynn, who was in the Dominican Republic at the time, and K.T. McFarland, who was slated to become the Deputy National Security Advisor and was at the Mar-a-Lago resort in Florida with the President-Elect and other senior staff, talked by phone about what, if anything, Flynn should communicate to Kislyak about the sanctions.82 McFarland had spoken with incoming Administration officials about the sanctions and Russia's possible responses and thought she had mentioned in those conversations that Flynn was scheduled to speak with Kislyak.83 Based on those conversations, McFarland informed Flynn that incoming Administration officials at Mar-a- Lago did not want Russia to escalate the situation.84 At 4:43 p.m. that afternoon, McFarland sent an email to several officials about the sanctions and informed the group that ""Gen [F] lynn is talking to russian ambassador this evening.985 Approximately one hour later, McFarland met with the President-Elect and senior officials and briefed them on the sanctions and Russia's possible responses.86 Incoming Chief of Staff Reince Priebus recalled that McFarland may have mentioned at the meeting that the sanctions situation could be ""cooled down"" and not escalated. 37 McFarland recalled that at the end of the meeting, someone may have mentioned to the President-Elect that Flynn was speaking to the Russian Ambassador that evening.88 McFarland did not recall any response by the President- Elect.89 Priebus recalled that the President-Elect viewed the sanctions as an attempt by the Obama Administration to embarrass him by delegitimizing his election.90 Immediately after discussing the sanctions with McFarland on December 29, 2016, Flynn called Kislyak and requested that Russia respond to the sanctions only in a reciprocal manner, without escalating the situation. After the call, Flynn briefed McFarland on its substance.92 Flynn told McFarland that the Russian response to the sanctions was not going to be escalatory because Russia wanted a good relationship with the Trump Administration. On December 30, 2016, Russian President Vladimir Putin announced that Russia would not take retaliatory measures 82 Statement of Offense at 2-3, United States v. Michael T. Flynn, 1:17-cr-232 (D.D.C. Dec. 1, 2017), Doc. 4 (Flynn Statement of Offense); Flynn 11/17/17 302, at 3-4; Flynn 11/20/17 302, at 3; McFarland 12/22/17 302, at 6-7.",,
237,"Footnote: 83. McFarland 12/22/17 302, at 4-7 (recalling discussions about this issue with Bannon and Priebus).",,
237,"Footnote: 84. Flynn Statement of Offense, at 3; Flynn 11/17/17 302, at 3-4; McFarland 12/22/17 302, at 6-7.",,
237,"Footnote: 85. 12/29/16 Email, McFarland to Flynn et al.",,
237,"Footnote: 86. McFarland 12/22/17 302, at 7.",,
237,"Footnote: 87. Priebus 1/18/18 302, at 3.",,
237,"Footnote: 88. McFarland 12/22/17 302, at 7. Priebus thought it was possible that McFarland had mentioned Flynn's scheduled call with Kislyak at this meeting, although he was not certain. Priebus 1/18/18 302, at 89 McFarland 12/22/17 302, at 7.",,
237,"Footnote: 90. Priebus 1/18/18 302, at 3.",,
237,"Footnote: 9. Flynn Statement of Offense, at 3; Flynn 11/17/17 302, at 3-4.",,
237,"Footnote: 92. Flynn Statement of Offense, at 3; McFarland 12/22/17 302, at 7-8; Flynn 11/17/17 302, at 4.",,
237,"Footnote: 93. McFarland 12/22/17 302, at 8.",,
238,"in response to the sanctions at that time and would instead ""plan... further steps to restore Russian- US relations based on the policies of the Trump Administration.""94 Following that announcement, the President-Elect tweeted, ""Great move on delay (by V. Putin) - I always knew he was very smart!""95 On December 31, 2016, Kislyak called Flynn and told him that Flynn's request had been received at the highest levels and Russia had chosen not to retaliate in response to the request. 96 Later that day, Flynn told McFarland about this follow-up conversation with Kislyak and Russia's decision not to escalate the sanctions situation based on Flynn's request.97 McFarland recalled that Flynn thought his phone call had made a difference.98 Flynn spoke with other incoming Administration officials that day, but does not recall whether they discussed the sanctions.99 Flynn recalled discussing the sanctions issue with incoming Administration official Stephen Bannon the next day.100 Flynn said that Bannon appeared to know about Flynn's conversations with Kislyak, and he and Bannon agreed that they had ""stopped the train on Russia's response"" to the sanctions.101 On January 3, 2017, Flynn saw the President-Elect in person and thought they discussed the Russian reaction to the sanctions, but Flynn did not have a specific recollection of telling the President-Elect about the substance of his calls with Kislyak. 102 Members of the intelligence community were surprised by Russia's decision not to retaliate in response to the sanctions.103 When analyzing Russia's response, they became aware of Flynn's discussion of sanctions with Kislyak.104 Previously, the FBI had opened an investigation of Flynn based on his relationship with the Russian government. 105 Flynn's contacts with Kislyak became a key component of that investigation. 106 94 Statement by the President of Russia, President of Russia (Dec. 30, 2016) 12/30/16.",,
238,Footnote: 95. @realDonaldTrump 12/30/16 (2:41 p.m. ET) Tweet.,,
238,"Footnote: 96. Flynn 1/19/18 302, at 3; Flynn Statement of Offense, at 3.",,
238,"Footnote: 97. Flynn 1/19/18 302, at 3; Flynn 11/17/17 302, at 6; McFarland 12/22/17 302, at 10; Flynn Statement of Offense, at 3.",,
238,"Footnote: 98. McFarland 12/22/17 302, at 10; see Flynn 1/19/18 302, at 4.",,
238,"Footnote: 99. Flynn 11/17/17 302, at 5-6.",,
238,"Footnote: 100. Flynn 1/19/18 302, at 4-5. Bannon recalled meeting with Flynn that day, but said he did not remember discussing sanctions with him. Bannon 2/12/18 302, at 9.",,
238,"Footnote: 101. Flynn 11/21/17 302, at 1; Flynn 1/19/18 302, at 5.",,
238,"Footnote: 102. Flynn 1/19/18 302, at 6; Flynn 11/17/17 302, at 6.",,
238,"Footnote: 103. McCord 7/17/17 302, at 2.",,
238,"Footnote: 104. McCord 7/17/17 302, at 2.",,
238,"Footnote: 105. McCord 7/17/17 302, at 2-3; Comey 11/15/17 302, at 5.",,
238,"Footnote: 106. McCord 7/17/17 302, at 2-3.",,
239,"2. President-Elect Trump is Briefed on the Intelligence Community's Assessment of Russian Interference in the Election and Congress Opens Election- Interference Investigations On January 6, 2017, as noted in Volume II, Section II.A.4, supra, intelligence officials briefed President-Elect Trump and the incoming Administration on the intelligence community's assessment that Russia had interfered in the 2016 presidential election 107 When the briefing concluded, Comey spoke with the President-Elect privately to brief him on unverified, personally sensitive allegations compiled by Steele. 108 According to a memorandum Comey drafted immediately after their private discussion, the President-Elect began the meeting by telling Comey he had conducted himself honorably over the prior year and had a great reputation. 109 The President-Elect stated that he thought highly of Comey, looked forward to working with him, and hoped that he planned to stay on as FBI director. 10 Comey responded that he intended to continue serving in that role.111 Comey then briefed the President-Elect on the sensitive material in the Steele reporting. 112 Comey recalled that the President-Elect seemed defensive, so Comey decided 107 Hearing on Russian Election Interference Before the Senate Select Intelligence Committee, 115th Cong. (June 8, 2017)(Statement for the Record of James B. Comey, former Director of the FBI, at 1-2).",,
239,"Footnote: 108. Comey 11/15/17 302, at 3; Hearing on Russian Election Interference Before the Senate Select Intelligence Committee, 115th Cong. (June 8, 2017)(Statement for the Record of James B. Comey, former Director of the FBI, at 1-2).",,
239,"Footnote: 109. Comey 1/7/17 Memorandum, at 1. Comey began drafting the memorandum summarizing the meeting immediately after it occurred. Comey 11/15/17 302, at 4. He finished the memorandum that evening and finalized it the following morning. Comey 11/15/17 302, at 4.",,
239,"Footnote: 110. Comey 1/7/17 Memorandum, at 1; Comey 11/15/17 302, at 3. Comey identified several other occasions in January 2017 when the President reiterated that he hoped Comey would stay on as FBI director.",,
239,"On January 11, President-Elect Trump called Comey to discuss the Steele reports and stated that he thought Comey was doing great and the President-Elect hoped he would remain in his position as FBI director.",,
239,"Comey 11/15/17 302, at 4; Hearing on Russian Election Interference Before the Senate Select Intelligence Committee, 115th Cong. (June 8, 2017)(testimony of James B. Comey, former Director of the FBI), CQ Cong. Transcripts, at 90. (""[D] uring that call, he asked me again, 'Hope you're going to stay, you're doing a great job.' And I told him that I intended to.""). On January 22, at a White House reception honoring law enforcement, the President greeted Comey and said he looked forward to working with him. Hearing on Russian Election Interference Before the Senate Select Intelligence Committee, 115th Cong. (June 8, 2017)(testimony of James B. Comey, former Director of the FBI), CQ Cong. Transcripts, at 22. And as discussed in greater detail in Volume II, Section II.D, infra, on January 27, the President invited Comey to dinner at the White House and said he was glad Comey wanted to stay on as FBI Director.",,
239,"Footnote: 111. Comey 1/7/17 Memorandum, at 1; Comey 11/15/17 302, at 3.",,
239,"Footnote: 112. Comey 1/7/17 Memorandum, at 1-2; Comey 11/15/17 302, at 3. Comey's briefing included the Steele reporting's unverified allegation that the Russians had compromising tapes of the President involving conduct when he was a private citizen during a 2013 trip to Moscow for the Miss Universe Pageant. During the 2016 presidential campaign, a similar claim may have reached candidate Trump. On October 30, 2016, Michael Cohen received a text from Russian businessman Giorgi Rtskhiladze that said, ""Stopped flow of tapes from Russia but not sure if there's anything else. Just so you know ...."" 10/30/16 Text Message, Rtskhiladze to Cohen. Rtskhiladze said ""tapes"" referred to compromising tapes of Trump rumored to be held by persons associated with the Russian real estate conglomerate Crocus Group, which had helped host 27",,
240,"to assure him that the FBI was not investigating him personally.113 Comey recalled he did not want the President-Elect to think of the conversation as a ""J. Edgar Hoover move.""l14 On January 10, 2017, the media reported that Comey had briefed the President-Elect on the Steele reporting, 115 and BuzzFeed News published information compiled by Steele online, stating that the information included ""specific, unverified, and potentially unverifiable allegations of contact between Trump aides and Russian operatives.""] 16 The next day, the President-Elect expressed concern to intelligence community leaders about the fact that the information had leaked and asked whether they could make public statements refuting the allegations in the Steele reports. 117 In the following weeks, three Congressional committees opened investigations to examine Russia's interference in the election and whether the Trump Campaign had colluded with Russia.'18 On January 13, 2017, the Senate Select Committee on Intelligence (SSCI) announced that it would conduct a bipartisan inquiry into Russian interference in the election, including any ""links between Russia and individuals associated with political campaigns.""119 On January 25, 2017, the House Permanent Select Committee on Intelligence (HPSCI) announced that it had been conducting an investigation into Russian election interference and possible coordination with the political campaigns.120 And on February 2, 2017, the Senate Judiciary Committee announced that it too would investigate Russian efforts to intervene in the election.121 the 2013 Miss Universe Pageant in Russia. Rtskhiladze 4/4/18 302, at 12. Cohen said he spoke to Trump about the issue after receiving the texts from Rtskhiladze. Cohen 9/12/18 302, at 13. Rtskhiladze said he was told the tapes were fake, but he did not communicate that to Cohen. Rtskhiladze 5/10/18 302, at 7.",,
240,"Footnote: 113. Comey 11/15/17 302, at 3-4; Hearing on Russian Election Interference Before the Senate Select Intelligence Committee, 115th Cong. (June 8, 2017)(Statement for the Record of James B. Comey, former Director of the FBI, at 2).",,
240,"Footnote: 114. Comey 11/15/17 302, at 3.",,
240,"Footnote: 115. See, e.g., Evan Perez et al., Intel chiefs presented Trump with claims of Russian efforts to compromise him, CNN (Jan. 10, 2017; updated Jan. 12, 2017).",,
240,"Footnote: 116. Ken Bensinger et al., These Reports Allege Trump Has Deep Ties To Russia, BuzzFeed News (Jan. 10, 2017).",,
240,"Footnote: 117. See 1/11/17 Email, Clapper to Comey (""He asked if I could put out a statement. He would prefer of course that I say the documents are bogus, which, of course, I can't do.""); 1/12/17 Email, Comey to Clapper (""He called me at 5 yesterday and we had a very similar conversation.""); Comey 11/15/17 302, at 4-5.",,
240,"Footnote: 118. See 2016 Presidential Election Investigation Fast Facts, CNN (first published Oct. 12, 2017; updated Mar. 1, 2019)(summarizing starting dates of Russia-related investigations).",,
240,"Footnote: 119. Joint Statement on Committee Inquiry into Russian Intelligence Activities, SSCI (Jan. 13, 2017).",,
240,"Footnote: 120. Joint Statement on Progress of Bipartisan HPSCI Inquiry into Russian Active Measures, HPSCI (Jan. 25, 2017).",,
240,"Footnote: 121. Joint Statement from Senators Graham and Whitehouse on Investigation into Russian Influence on Democratic Nations' Elections (Feb. 2, 2017).",,
241,"3. Flynn Makes False Statements About his Communications with Kislyak to Incoming Administration Officials, the Media, and the FBI On January 12, 2017, a Washington Post columnist reported that Flynn and Kislyak communicated on the day the Obama Administration announced the Russia sanctions.122 The column questioned whether Flynn had said something to ""undercut the U.S. sanctions"" and whether Flynn's communications had violated the letter or spirit of the Logan Act.123 President-Elect Trump called Priebus after the story was published and expressed anger about it.l24 Priebus recalled that the President-Elect asked, ""What the hell is this all about?"":125 Priebus called Flynn and told him that the President-Elect was angry about the reporting on Flynn's conversations with Kislyak.126 Flynn recalled that he felt a lot of pressure because Priebus had spoken to the ""boss"" and said Flynn needed to ""kill the story.""127 Flynn directed McFarland to call the Washington Post columnist and inform him that no discussion of sanctions had occurred. 128 McFarland recalled that Flynn said words to the effect of, ""I want to kill the story.""129 McFarland made the call as Flynn had requested although she knew she was providing false information, and the Washington Post updated the column to reflect that a ""Trump official"" had denied that Flynn and Kislyak discussed sanctions.130 When Priebus and other incoming Administration officials questioned Flynn internally about the Washington Post column, Flynn maintained that he had not discussed sanctions with Kislyak.131 Flynn repeated that claim to Vice President-Elect Michael Pence and to incoming press secretary Sean Spicer.132 In subsequent media interviews in mid-January, Pence, Priebus, and 122 David Ignatius, Why did Obama dawdle on Russia's hacking?, Washington Post (Jan. 12, 2017).",,
241,"Footnote: 123. David Ignatius, Why did Obama dawdle on Russia's hacking?, Washington Post (Jan. 12, 2017).",,
241,"The Logan Act makes it a crime for ""[a] ny citizen of the United States, wherever he may be"" to ""without authority of the United States, directly or indirectly commence[] or carr[y] on any correspondence or intercourse with any foreign government or any officer or agent thereof, in relation to any disputes or controversies with the United States, or to defeat the measures of the United States."" 18 U.S.C. § 953.",,
241,"Footnote: 124. Priebus 1/18/18 302, at 6.",,
241,"Footnote: 125. Priebus 1/18/18 302, at 6.",,
241,"Footnote: 126. Priebus 1/18/18 302, at 6.",,
241,"Footnote: 127. Flynn 11/21/17 302, at 1; Flynn 11/20/17 302, at 6.",,
241,"Footnote: 128. McFarland 12/22/17 302, at 12-13.",,
241,"Footnote: 129. McFarland 12/22/17 302, at 12.",,
241,"Footnote: 130. McFarland 12/22/17 302, at 12-13; McFarland 8/29/17 302, at 8; see David Ignatius, Why did Obama dawdle on Russia's hacking?, Washington Post (Jan. 12, 2017).",,
241,"Footnote: 131. Flynn 11/17/17 302, at 1, 8; Flynn 1/19/18 302, at 7; Priebus 10/13/17 302, at 7-8; S. Miller 8/31/17 302, at 8-11.",,
241,"Footnote: 132. Flynn 11/17/17 302, at 1, 8; Flynn 1/19/18 302, at 7; S. Miller 8/31/17 302, at 10-11.",,
242,"Atorney Work Product // May Contain Material Proteeted Under Fed. R. Crim. P. 610) Spicer denied that Flynn and Kislyak had discussed sanctions, basing those denials on their conversations with Flynn.133 The public statements of incoming Administration officials denying that Flynn and Kislyak had discussed sanctions alarmed senior DOJ officials, who were aware that the statements were not true. 54 Those officials were concerned that Flynn had lied to his colleagues -- who in turn had unwittingly misled the American public -- creating a compromise situation for Flynn because the Department of Justice assessed that the Russian government could prove Flynn lied.135 The FBI investigative team also believed that Flynn's calls with Kislyak and subsequent denials about discussing sanctions raised potential Logan Act issues and were relevant to the FBI's broader Russia investigation.136 On January 20, 2017, President Trump was inaugurated and Flynn was sworn in as National Security Advisor. On January 23, 2017, Spicer delivered his first press briefing and stated that he had spoken with Flynn the night before, who confirmed that the calls with Kislyak were about topics unrelated to sanctions.137 Spicer's statements added to the Department of Justice's concerns that Russia had leverage over Flynn based on his lies and could use that derogatory information to compromise him.138 On January 24, 2017, Flynn agreed to be interviewed by agents from the FBI.139 During the interview, which took place at the White House, Flynn falsely stated that he did not ask Kislyak to refrain from escalating the situation in response to the sanctions on Russia imposed by the Obama Administration.140 Flynn also falsely stated that he did not remember a follow-up conversation in which Kislyak stated that Russia had chosen to moderate its response to those sanctions as a result of Flynn's request.141 133 Face the Nation Interview with Vice President-Elect Pence, CBS (Jan. 15, 2017); Julie Hirschfield Davis et al., Trump National Security Advisor Called Russian Envoy Day Before Sanctions Were Imposed, Washington Post (Jan. 13, 2017); Meet the Press Interview with Reince Priebus, NBC (Jan.",,
242,"15, 2017).",,
242,"Footnote: 134. Yates 8/15/17 302, at 2-3; McCord 7/17/17 302, at 3-4; McCabe 8/17/17 302, at 5 (DOJ officials were ""really freaked out about it"").",,
242,"Footnote: 135. Yates 8/15/17 302, at 3; McCord 7/17/17 302, at 4.",,
242,"Footnote: 136. McCord 7/17/17 302, at 4; McCabe 8/17/17 302, at 5-6.",,
242,"Footnote: 137. Sean Spicer, White House Daily Briefing, C-SPAN (Jan. 23, 2017).",,
242,"Footnote: 138. Yates 8/15/17 302, at 4; Axelrod 7/20/17 302, at 5.",,
242,"Footnote: 139. Flynn Statement of Offense, at 2.",,
242,"Footnote: 140. Flynn Statement of Offense, at 2.",,
242,"Footnote: 141. Flynn Statement of Offense, at 2. On December 1, 2017, Flynn admitted to making these false statements and pleaded guilty to violating 18 U.S.C. 1001, which makes it a crime to knowingly and willfully ""make[] any materially false, fictitious, or fraudulent statement or representation"" to federal law enforcement officials. See Volume I, Section IV.A.7, supra.",,
243,"4. DOJ Officials Notify the White House of Their Concerns About Flynn On January 26, 2017, Acting Attorney General Sally Yates contacted White House Counsel Donald McGahn and informed him that she needed to discuss a sensitive matter with him in person.142 Later that day, Yates and Mary McCord, a senior national security official at the Department of Justice, met at the White House with McGahn and White House Counsel's Office attorney James Burnham.143 Yates said that the public statements made by the Vice President denying that Flynn and Kislyak discussed sanctions were not true and put Flynn in a potentially compromised position because the Russians would know he had lied. 144 Yates disclosed that Flynn had been interviewed by the FBI.145 She declined to answer a specific question about how Flynn had performed during that interview, 146 but she indicated that Flynn's statements to the FBI were similar to the statements he had made to Pence and Spicer denying that he had discussed sanctions.147 McGahn came away from the meeting with the impression that the FBI had not pinned Flynn down in lies, 148 but he asked John Eisenberg, who served as legal advisor to the National Security Council, to examine potential legal issues raised by Flynn's FBI interview and his contacts with Kislyak.149 That afternoon, McGahn notified the President that Yates had come to the White House to discuss concerns about Flynn.150 McGahn described what Yates had told him, and the President asked him to repeat it, so he did.151 McGahn recalled that when he described the FBI interview of Flynn, he said that Flynn did not disclose having discussed sanctions with Kislyak, but that there may not have been a clear violation of 18 U.S.C. § 1001.152 The President asked about Section 1001, and McGahn explained the law to him, and also explained the Logan Act.153 The President 142 Yates 8/15/17 302, at 6.",,
243,"Footnote: 143. Yates 8/15/17 302, at 6; McCord 7/17/17 302, at 6; SCR015_000198 (2/15/17 Draft Memorandum to file from the Office of the Counsel to the President).",,
243,"Footnote: 144. Yates 8/15/17 302, at 6-8; McCord 7/17/17 302, at 6-7; Burnham 11/3/17 302, at 4; SCR015_000198 (2/15/17 Draft Memorandum to file from the Office of the Counsel to the President).",,
243,"Footnote: 145. McGahn 11/30/17 302, at 5; Yates 8/15/17 302, at 7; McCord 7/17/17 302, at 7; Burnham 11/3/17 302, at 4.",,
243,"Footnote: 146. Yates 8/15/17 302, at 7; McCord 7/17/17 302, at 7.",,
243,"Footnote: 147. SCR015 000198 (2/15/17 Draft Memorandum to file from the Office of the Counsel to the President); Burnham 11/3/17 302, at 4.",,
243,"Footnote: 148. McGahn 11/30/17 302, at 5.",,
243,"Footnote: 149. SCR015 000198 (2/15/17 Draft Memorandum to file from the Office of the Counsel to the President); McGahn 11/30/17 302, at 6, 8.",,
243,"Footnote: 150. McGahn 11/30/17 302, at 6; SCR015_000278 (White House Counsel's Office Memorandum re: ""Flynn Tick Tock"")(on January 26, ""McGahn IMMEDIATELY advises POTUS""); SCR015 000198 (2/15/17 Draft Memorandum to file from the Office of the Counsel to the President).",,
243,"Footnote: 151. McGahn 11/30/17 302, at 6.",,
243,"Footnote: 152. McGahn 11/30/17 302, at 7.",,
243,"Footnote: 153. McGahn 11/30/17 302, at 7.",,
